"No.","Time","Source","Destination","Protocol","Length","Info"
"711","13.028113","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"712","13.028113","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"713","13.028113","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"714","13.028113","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"715","13.028318","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"716","13.029018","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"717","13.029018","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"718","13.029708","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"719","13.029708","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"720","13.029708","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"721","13.029708","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"722","13.029863","192.168.1.13","103.163.249.77","UDP","77","57189  >  443 Len=35"
"723","13.029951","192.168.1.13","103.163.249.77","UDP","77","57189  >  443 Len=35"
"724","13.029977","192.168.1.13","103.163.249.77","UDP","77","57189  >  443 Len=35"
"725","13.030442","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"726","13.030575","192.168.1.13","103.163.249.77","UDP","77","57189  >  443 Len=35"
"727","13.058996","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"728","13.059246","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"729","13.059485","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"730","13.059612","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"731","13.060087","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"732","13.060241","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"733","13.060737","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"734","13.060737","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"735","13.060737","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"736","13.060737","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"737","13.060737","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"738","13.060951","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"739","13.061008","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"740","13.061044","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"741","13.061071","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"742","13.061094","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"743","13.061108","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"744","13.061208","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"745","13.061646","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"746","13.061769","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"747","13.065046","192.168.1.13","103.163.249.77","UDP","73","57189  >  443 Len=31"
"748","13.073031","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"749","13.073370","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"750","13.073637","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"751","13.073890","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"752","13.076645","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"753","13.076645","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"754","13.076645","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"755","13.076645","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"756","13.076645","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"757","13.076645","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"758","13.076836","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"759","13.076897","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"760","13.076922","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"761","13.076945","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"762","13.076968","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"763","13.076989","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"764","13.077125","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"765","13.077253","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"766","13.077740","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"767","13.077888","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"768","13.078278","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"769","13.078398","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"770","13.078816","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"771","13.078925","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"772","13.079315","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"773","13.079426","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"774","13.079991","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"775","13.080141","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"776","13.080381","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"777","13.080457","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"778","13.080769","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"779","13.080847","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"780","13.083671","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"781","13.083847","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"782","13.084036","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"783","13.084122","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"784","13.084453","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"785","13.084572","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"786","13.084872","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"787","13.085011","192.168.1.13","103.163.249.77","UDP","83","57189  >  443 Len=41"
"788","13.085270","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"789","13.085394","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"790","13.085681","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"791","13.085804","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"792","13.086083","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"793","13.086453","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"794","13.087184","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"795","13.095521","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"796","13.108505","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"797","13.108505","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"798","13.108505","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"799","13.108505","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"800","13.108895","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"801","13.108895","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"802","13.108895","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"803","13.109303","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"804","13.111943","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"805","13.111943","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"806","13.111943","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"807","13.111943","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"808","13.111943","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"809","13.112189","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"810","13.112386","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"811","13.112723","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"812","13.113153","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"813","13.113572","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"814","13.113987","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"815","13.114381","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"816","13.114755","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"817","13.114858","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"818","13.122753","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"819","13.122753","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"820","13.122753","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"821","13.122753","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"822","13.122753","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"823","13.122998","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"824","13.122998","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"825","13.122998","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"826","13.123486","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"827","13.123948","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"828","13.124183","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"829","13.124204","192.168.1.13","103.163.249.77","UDP","77","57189  >  443 Len=35"
"830","13.124275","192.168.1.13","103.163.249.77","UDP","77","57189  >  443 Len=35"
"831","13.124555","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"832","13.124663","192.168.1.13","103.163.249.77","UDP","77","57189  >  443 Len=35"
"833","13.124969","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"834","13.125071","192.168.1.13","103.163.249.77","UDP","77","57189  >  443 Len=35"
"835","13.125309","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"836","13.125393","192.168.1.13","103.163.249.77","UDP","77","57189  >  443 Len=35"
"837","13.126006","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"838","13.126141","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"839","13.154231","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"840","13.154231","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"841","13.154231","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"842","13.154231","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"843","13.154231","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"844","13.154231","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"845","13.154231","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"846","13.154493","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"847","13.154593","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"848","13.154643","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"849","13.154689","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"850","13.154687","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"851","13.154733","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"852","13.154778","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"853","13.154826","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"854","13.154871","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"855","13.155430","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"856","13.155561","192.168.1.13","103.163.249.77","UDP","83","57189  >  443 Len=41"
"857","13.155845","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"858","13.155963","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"859","13.156343","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"860","13.156952","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"861","13.161325","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"862","13.161649","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"863","13.161820","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"864","13.162492","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"865","13.162922","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"866","13.163408","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"867","13.163929","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"868","13.171926","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"869","13.175402","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"870","13.176245","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"871","13.176535","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"872","13.177280","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"873","13.177602","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"874","13.178065","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"875","13.182536","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"876","13.182984","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"877","13.186915","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"878","13.187688","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"879","13.188462","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"880","13.189206","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"881","13.189898","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"882","13.190311","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"883","13.190755","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"884","13.190892","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"885","13.191138","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"886","13.191539","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"887","13.191927","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"888","13.192342","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"889","13.192722","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"890","13.202509","192.168.1.13","103.163.249.77","UDP","77","57189  >  443 Len=35"
"891","13.224752","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"892","13.225159","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"893","13.225924","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"894","13.225924","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"895","13.226279","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"896","13.226710","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"897","13.227106","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"898","13.227445","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"899","13.231795","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"900","13.232195","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"901","13.232270","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"902","13.232514","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"903","13.232926","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"904","13.233515","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"905","13.233818","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"906","13.234163","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"907","13.234535","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"908","13.240127","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"909","13.240477","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"910","13.240605","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"911","13.240877","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"912","13.241305","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"913","13.241663","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"914","13.242085","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"915","13.242432","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"916","13.242557","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"917","13.268266","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"918","13.268615","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"919","13.268720","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"920","13.268817","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
