"No.","Time","Source","Destination","Protocol","Length","Info"
"435","7.899026","34.199.149.185","192.168.1.13","TLSv1.2","612","Application Data"
"436","7.899026","34.199.149.185","192.168.1.13","TLSv1.2","417","Application Data"
"437","7.899060","192.168.1.13","34.199.149.185","TCP","54","63191  >  443 [ACK] Seq=1577 Ack=6512 Win=65536 Len=0"
"438","7.912087","107.22.1.125","192.168.1.13","TLSv1.2","512","Application Data"
"439","7.957176","192.168.1.13","107.22.1.125","TCP","54","63180  >  443 [ACK] Seq=3642 Ack=7118 Win=66560 Len=0"
"440","8.046186","3.223.197.243","192.168.1.13","TCP","1506","443  >  63192 [ACK] Seq=5593 Ack=1516 Win=46080 Len=1452 [TCP PDU reassembled in 441]"
"441","8.046243","3.223.197.243","192.168.1.13","TLSv1.2","135","Application Data"
"442","8.046243","3.223.197.243","192.168.1.13","TLSv1.2","88","Application Data"
"443","8.046264","192.168.1.13","3.223.197.243","TCP","54","63192  >  443 [ACK] Seq=1516 Ack=7160 Win=66560 Len=0"
"444","8.051191","192.168.1.13","8.8.8.8","DNS","80","Standard query 0x3039 A cc-api-data.adobe.io"
"445","8.053276","192.168.1.13","35.175.87.179","TCP","66","63194  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"446","8.065693","8.8.8.8","192.168.1.13","DNS","128","Standard query response 0x3039 A cc-api-data.adobe.io A 54.168.215.59 A 35.73.141.179 A 52.192.157.45"
"447","8.066233","192.168.1.13","54.168.215.59","TCP","66","63195  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"448","8.081644","54.85.24.162","192.168.1.13","TLSv1.2","588","Application Data"
"449","8.125939","192.168.1.13","54.85.24.162","TCP","54","63193  >  443 [ACK] Seq=1066 Ack=6787 Win=65792 Len=0"
"450","8.154654","34.199.149.185","192.168.1.13","TLSv1.2","882","Application Data"
"451","8.154654","34.199.149.185","192.168.1.13","TLSv1.2","88","Application Data"
"452","8.154735","192.168.1.13","34.199.149.185","TCP","54","63190  >  443 [ACK] Seq=2783 Ack=7374 Win=66560 Len=0"
"453","8.175265","192.168.1.13","142.250.195.100","QUIC","1292","Initial, DCID=c61c1ec52c0fef35, PKN: 1, CRYPTO"
"454","8.175340","192.168.1.13","142.250.195.100","QUIC","1292","Initial, DCID=c61c1ec52c0fef35, PKN: 2, PING, CRYPTO, PING, PADDING, PING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PING, PING, PADDING, PING, PING, CRYPTO, CRYPTO, PING, PING"
"455","8.175477","192.168.1.13","142.250.195.100","QUIC","118","0-RTT, DCID=c61c1ec52c0fef35"
"456","8.189206","54.168.215.59","192.168.1.13","TCP","66","443  >  63195 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=4096"
"457","8.189287","192.168.1.13","54.168.215.59","TCP","54","63195  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"458","8.189632","192.168.1.13","54.168.215.59","TLSv1.3","584","Client Hello (SNI=cc-api-data.adobe.io)"
"459","8.201675","142.250.195.100","192.168.1.13","QUIC","1292","Initial, SCID=e61c1ec52c0fef35, PKN: 1, ACK, PADDING"
"460","8.265151","192.168.1.13","142.250.195.100","QUIC","1292","Initial, DCID=e61c1ec52c0fef35, PKN: 5, PADDING, PING, PADDING"
"461","8.277710","142.250.195.100","192.168.1.13","QUIC","1292","Initial, SCID=e61c1ec52c0fef35, PKN: 2, CRYPTO, PADDING"
"462","8.277781","142.250.195.100","192.168.1.13","QUIC","352","Protected Payload (KP0)"
"463","8.278123","142.250.195.100","192.168.1.13","QUIC","982","Protected Payload (KP0)"
"464","8.278123","142.250.195.100","192.168.1.13","QUIC","67","Protected Payload (KP0)"
"465","8.278280","142.250.195.100","192.168.1.13","QUIC","66","Protected Payload (KP0)"
"466","8.278723","192.168.1.13","142.250.195.100","QUIC","120","Handshake, DCID=e61c1ec52c0fef35"
"467","8.278904","192.168.1.13","142.250.195.100","QUIC","73","Protected Payload (KP0), DCID=e61c1ec52c0fef35"
"468","8.288022","35.175.87.179","192.168.1.13","TCP","66","443  >  63194 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"469","8.288098","192.168.1.13","35.175.87.179","TCP","54","63194  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"470","8.288353","192.168.1.13","35.175.87.179","TLSv1.2","365","Client Hello (SNI=capi.grammarly.com)"
"471","8.289698","142.250.195.100","192.168.1.13","QUIC","1292","Initial, SCID=e61c1ec52c0fef35, PKN: 8, ACK, CRYPTO, PADDING"
"472","8.292061","142.250.195.100","192.168.1.13","QUIC","162","Protected Payload (KP0)"
"473","8.292304","192.168.1.13","142.250.195.100","QUIC","75","Protected Payload (KP0), DCID=e61c1ec52c0fef35"
"474","8.306811","54.168.215.59","192.168.1.13","TCP","60","443  >  63195 [ACK] Seq=1 Ack=531 Win=28672 Len=0"
"475","8.306811","54.168.215.59","192.168.1.13","TLSv1.3","187","Server Hello"
"476","8.306811","54.168.215.59","192.168.1.13","TLSv1.3","60","Change Cipher Spec"
"477","8.306811","54.168.215.59","192.168.1.13","TLSv1.3","82","Application Data"
"478","8.306811","54.168.215.59","192.168.1.13","TLSv1.3","112","Application Data"
"479","8.306864","192.168.1.13","54.168.215.59","TCP","54","63195  >  443 [ACK] Seq=531 Ack=226 Win=66560 Len=0"
"480","8.307451","192.168.1.13","54.168.215.59","TLSv1.3","1506","Change Cipher Spec, Application Data"
"481","8.307451","192.168.1.13","54.168.215.59","TLSv1.3","789","Application Data"
"482","8.426933","54.168.215.59","192.168.1.13","TCP","60","443  >  63195 [ACK] Seq=226 Ack=2718 Win=49152 Len=0"
"483","8.426933","54.168.215.59","192.168.1.13","TLSv1.3","200","Application Data"
"484","8.441778","54.168.215.59","192.168.1.13","TLSv1.3","263","Application Data"
"485","8.441778","54.168.215.59","192.168.1.13","TLSv1.3","78","Application Data"
"486","8.441778","54.168.215.59","192.168.1.13","TCP","54","443  >  63195 [FIN, ACK] Seq=605 Ack=2718 Win=49152 Len=0"
"487","8.441820","192.168.1.13","54.168.215.59","TCP","54","63195  >  443 [ACK] Seq=2718 Ack=606 Win=66048 Len=0"
"488","8.442922","192.168.1.13","54.168.215.59","TLSv1.3","78","Application Data"
"489","8.443903","192.168.1.13","54.168.215.59","TCP","54","63195  >  443 [FIN, ACK] Seq=2742 Ack=606 Win=66048 Len=0"
"490","8.523230","35.175.87.179","192.168.1.13","TCP","60","443  >  63194 [ACK] Seq=1 Ack=312 Win=28160 Len=0"
"491","8.523230","35.175.87.179","192.168.1.13","TLSv1.2","201","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"492","8.525478","192.168.1.13","35.175.87.179","TLSv1.2","1321","Change Cipher Spec, Encrypted Handshake Message, Application Data"
"493","8.560157","54.168.215.59","192.168.1.13","TCP","54","443  >  63195 [RST] Seq=606 Win=0 Len=0"
"494","8.760183","35.175.87.179","192.168.1.13","TCP","60","443  >  63194 [ACK] Seq=148 Ack=1579 Win=30720 Len=0"
"495","8.775220","35.175.87.179","192.168.1.13","TLSv1.2","597","Application Data"
"496","8.775220","35.175.87.179","192.168.1.13","TLSv1.2","88","Application Data"
"497","8.775286","192.168.1.13","35.175.87.179","TCP","54","63194  >  443 [ACK] Seq=1579 Ack=725 Win=66048 Len=0"
"498","8.799699","192.168.1.13","35.175.87.179","TLSv1.2","1259","Application Data"
"499","8.973719","192.168.1.1","224.0.0.1","IGMPv2","46","Membership Query, general"
"500","9.089931","35.175.87.179","192.168.1.13","TLSv1.2","716","Application Data"
"501","9.089931","35.175.87.179","192.168.1.13","TLSv1.2","88","Application Data"
"502","9.090024","192.168.1.13","35.175.87.179","TCP","54","63194  >  443 [ACK] Seq=2784 Ack=1421 Win=65280 Len=0"
"503","9.111396","192.168.1.13","8.8.8.8","DNS","82","Standard query 0x0982 A chipmunk.grammarly.com"
"504","9.125494","8.8.8.8","192.168.1.13","DNS","162","Standard query response 0x0982 A chipmunk.grammarly.com A 174.129.187.16 A 3.220.87.13 A 44.198.45.115 A 34.224.119.157 A 107.20.210.123"
"505","9.125915","192.168.1.13","174.129.187.16","TCP","66","63196  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"506","9.144430","192.168.1.13","54.85.24.162","TLSv1.2","297","Application Data"
"507","9.285084","192.168.1.13","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"508","9.285230","192.168.1.13","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"509","9.285292","192.168.1.13","239.255.102.18","IGMPv2","46","Membership Report group 239.255.102.18"
"510","9.285355","192.168.1.13","239.255.255.250","IGMPv2","46","Membership Report group 239.255.255.250"
"511","9.358854","174.129.187.16","192.168.1.13","TCP","66","443  >  63196 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"512","9.358953","192.168.1.13","174.129.187.16","TCP","54","63196  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"513","9.359531","192.168.1.13","174.129.187.16","TLSv1.2","232","Client Hello (SNI=chipmunk.grammarly.com)"
"514","9.398365","54.85.24.162","192.168.1.13","TLSv1.2","108","Application Data"
"515","9.398720","192.168.1.13","54.85.24.162","TLSv1.2","365","Application Data"
"516","9.607971","174.129.187.16","192.168.1.13","TCP","60","443  >  63196 [ACK] Seq=1 Ack=179 Win=28160 Len=0"
"517","9.608807","174.129.187.16","192.168.1.13","TLSv1.2","1506","Server Hello"
"518","9.609176","174.129.187.16","192.168.1.13","TCP","1506","443  >  63196 [ACK] Seq=1453 Ack=179 Win=28160 Len=1452 [TCP PDU reassembled in 521]"
"519","9.609191","192.168.1.13","174.129.187.16","TCP","54","63196  >  443 [ACK] Seq=179 Ack=2905 Win=66560 Len=0"
"520","9.610036","174.129.187.16","192.168.1.13","TCP","1506","443  >  63196 [ACK] Seq=2905 Ack=179 Win=28160 Len=1452 [TCP PDU reassembled in 521]"
"521","9.610489","174.129.187.16","192.168.1.13","TLSv1.2","1112","Certificate, Server Key Exchange, Server Hello Done"
"522","9.610538","192.168.1.13","174.129.187.16","TCP","54","63196  >  443 [ACK] Seq=179 Ack=5415 Win=66560 Len=0"
"523","9.615266","192.168.1.13","174.129.187.16","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"524","9.633655","54.85.24.162","192.168.1.13","TLSv1.2","588","Application Data"
"525","9.634575","192.168.1.13","54.85.24.162","TLSv1.2","297","Application Data"
"526","9.825513","fe80::7ea9:6bff:fe22:92b8","ff02::1","ICMPv6","90","Multicast Listener Query"
"527","9.825989","fe80::7ea9:6bff:fe22:92b8","ff02::1","ICMPv6","90","Multicast Listener Query"
"528","9.847340","174.129.187.16","192.168.1.13","TCP","60","443  >  63196 [ACK] Seq=5415 Ack=305 Win=28160 Len=0"
"529","9.847340","174.129.187.16","192.168.1.13","TLSv1.2","225","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"530","9.850143","192.168.1.13","174.129.187.16","TLSv1.2","1255","Application Data"
"531","9.876035","54.85.24.162","192.168.1.13","TLSv1.2","108","Application Data"
"532","9.876240","192.168.1.13","54.85.24.162","TLSv1.2","363","Application Data"
"533","9.977183","170.72.239.115","192.168.1.13","TLSv1.2","98","Application Data"
"534","9.987563","192.168.1.13","170.72.239.115","TLSv1.2","102","Application Data"
"535","10.090902","174.129.187.16","192.168.1.13","TLSv1.2","750","Application Data"
"536","10.111401","54.85.24.162","192.168.1.13","TLSv1.2","588","Application Data"
"537","10.142014","192.168.1.13","174.129.187.16","TCP","54","63196  >  443 [ACK] Seq=1506 Ack=6282 Win=65792 Len=0"
"538","10.158300","192.168.1.13","54.85.24.162","TCP","54","63193  >  443 [ACK] Seq=2172 Ack=7963 Win=66048 Len=0"
"539","10.282881","fe80::fa39:25c3:751b:ebdd","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"540","10.337444","170.72.239.115","192.168.1.13","TCP","60","443  >  62885 [ACK] Seq=45 Ack=49 Win=234 Len=0"
"541","10.778306","fe80::fa39:25c3:751b:ebdd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"542","10.965326","192.168.1.13","203.17.244.59","TCP","55","[TCP Keep-Alive] 62587  >  443 [ACK] Seq=1 Ack=1 Win=259 Len=1"
"543","11.058406","203.17.244.59","192.168.1.13","TCP","60","[TCP Keep-Alive] 443  >  62587 [ACK] Seq=0 Ack=2 Win=11 Len=0"
"544","11.058434","192.168.1.13","203.17.244.59","TCP","54","[TCP Keep-Alive ACK] 62587  >  443 [ACK] Seq=2 Ack=1 Win=259 Len=0"
"545","11.165572","203.17.244.59","192.168.1.13","TCP","66","[TCP Dup ACK 23#1] 443  >  62587 [ACK] Seq=1 Ack=2 Win=11 Len=0 SLE=1 SRE=2"
"546","11.275316","fe80::fa39:25c3:751b:ebdd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"547","12.731215","192.168.1.13","103.163.249.77","UDP","1288","57189  >  443 Len=1246"
"548","12.731293","192.168.1.13","103.163.249.77","UDP","1292","57189  >  443 Len=1250"
"549","12.731310","192.168.1.13","103.163.249.77","UDP","419","57189  >  443 Len=377"
"550","12.757867","103.163.249.77","192.168.1.13","UDP","165","443  >  57189 Len=123"
"551","12.759265","103.163.249.77","192.168.1.13","UDP","1288","443  >  57189 Len=1246"
"552","12.759649","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"553","12.763096","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"554","12.763096","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"555","12.763361","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"556","12.767894","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"557","12.767894","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"558","12.768266","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"559","12.768543","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"560","12.768686","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"561","12.772780","152.195.38.76","192.168.1.13","TCP","60","80  >  63003 [ACK] Seq=1 Ack=1 Win=60 Len=0"
"562","12.772816","192.168.1.13","152.195.38.76","TCP","54","[TCP ACKed unseen segment] 63003  >  80 [ACK] Seq=1 Ack=2 Win=258 Len=0"
"563","12.773183","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"564","12.773183","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"565","12.773183","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"566","12.773183","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"567","12.773527","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"568","12.778200","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"569","12.778505","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"570","12.780260","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"571","12.780659","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"572","12.781034","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"573","12.788829","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"574","12.799369","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"575","12.800017","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"576","12.803126","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"577","12.803412","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"578","12.803514","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"579","12.803514","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"580","12.803514","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"581","12.803514","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"582","12.803514","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"583","12.803838","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"584","12.804469","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"585","12.804779","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"586","12.805035","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"587","12.805451","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"588","12.805567","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"589","12.805839","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"590","12.806904","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"591","12.807295","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"592","12.807698","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"593","12.808101","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"594","12.808515","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"595","12.808887","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"596","12.812170","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"597","12.812409","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"598","12.812684","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"599","12.813001","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"600","12.813373","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"601","12.816354","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"602","12.816590","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"603","12.817352","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"604","12.817352","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"605","12.817688","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"606","12.822076","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"607","12.822397","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"608","12.822466","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"609","12.824035","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"610","12.824035","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"611","12.826684","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"612","12.826859","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"613","12.831144","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"614","12.831576","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"615","12.831922","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"616","12.845352","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"617","12.845757","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"618","12.845800","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"619","12.846140","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"620","12.846521","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"621","12.847107","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"622","12.847611","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"623","12.848054","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"624","12.848424","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"625","12.848787","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"626","12.849166","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"627","12.849567","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"628","12.849743","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"629","12.850140","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"630","12.851194","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"631","12.851653","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"632","12.852025","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"633","12.852383","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"634","12.853621","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"635","12.854030","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"636","12.854135","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"637","12.854444","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"638","12.854822","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"639","12.858451","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"640","12.858718","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"641","12.858778","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"642","12.859270","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"643","12.859562","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"644","12.862992","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"645","12.863343","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"646","12.863381","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"647","12.863749","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"648","12.864095","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"649","12.872516","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"650","12.872516","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"651","12.872516","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"652","12.872516","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"653","12.872785","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"654","12.875292","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"655","12.875788","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"656","12.875788","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"657","12.875788","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"658","12.879404","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"659","12.880997","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"660","12.895481","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"661","12.899445","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"662","12.910908","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"663","12.911208","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"664","12.914656","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"665","12.914656","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"666","12.914656","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"667","12.914656","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"668","12.914656","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"669","12.914656","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"670","12.914656","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"671","12.914656","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"672","12.914656","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"673","12.914656","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"674","12.914656","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"675","12.914656","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"676","12.914656","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"677","12.915049","192.168.1.13","103.163.249.77","UDP","80","57189  >  443 Len=38"
"678","12.915060","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"679","12.915644","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"680","12.916149","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"681","12.916677","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"682","12.917204","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"683","12.926804","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"684","12.933693","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"685","12.934712","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"686","12.934712","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"687","12.935116","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"688","12.942101","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"689","13.003024","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"690","13.003024","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"691","13.003374","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"692","13.006440","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"693","13.006440","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"694","13.006440","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"695","13.006440","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"696","13.006440","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"697","13.006440","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"698","13.006814","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"699","13.006934","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"700","13.007228","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"701","13.007632","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"702","13.008056","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"703","13.008469","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"704","13.008863","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"705","13.009242","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"706","13.013546","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"707","13.013740","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"708","13.017012","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"709","13.028113","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"710","13.028113","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
